file name,API importance,API importance (accurate)
/sys/class/net/*/carrier,0.046866,1-10^-0.021
/sys/block/*/queue,0.046780,1-10^-0.021
/sys/class/i2c-adapter,0.046300,1-10^-0.021
/dev/fdset,0.046139,1-10^-0.021
/etc/snmp,0.046126,1-10^-0.021
/etc/lynx-cur,0.045592,1-10^-0.020
/etc/lynx-cur/lynx.cfg,0.045592,1-10^-0.020
/etc/lynx-cur/lynx.lss,0.045592,1-10^-0.020
/etc/organization,0.045592,1-10^-0.020
/dev/autofs,0.045055,1-10^-0.020
/sys/devices/system/cpu/cpu*/cpufreq/stats,0.044860,1-10^-0.020
/sys/devices/system/cpu/cpu*/cpufreq/stats/time_in_state,0.044860,1-10^-0.020
/etc/ati,0.044491,1-10^-0.020
/sys/fs/cgroup/cgmanager,0.044461,1-10^-0.020
/etc/udev/rules.d,0.044186,1-10^-0.020
/dev/usb/hiddev0,0.044159,1-10^-0.020
/etc/ati/amdpcsdb,0.043935,1-10^-0.020
/proc/self/ns/pid,0.043857,1-10^-0.019
/etc/fltk,0.043755,1-10^-0.019
/dev/dvb/adapter*/frontend*,0.043713,1-10^-0.019
/dev/hidraw0,0.043699,1-10^-0.019
/etc/tuxpaint,0.043348,1-10^-0.019
/proc/*/ns/pid,0.043203,1-10^-0.019
/dev/pps*,0.043038,1-10^-0.019
/etc/gpsd,0.043038,1-10^-0.019
/etc/gpsd/device-hook,0.043038,1-10^-0.019
/sys/devices/virtual/pps,0.043038,1-10^-0.019
/dev/tpm0,0.043026,1-10^-0.019
/dev/lirc,0.042801,1-10^-0.019
/dev/usb/hid/hiddev0,0.042801,1-10^-0.019
/proc/scsi/ide-scsi,0.042801,1-10^-0.019
/proc/scsi/ide-scsi/0,0.042801,1-10^-0.019
/etc/astrometry.cfg,0.042581,1-10^-0.019
/proc/rtc,0.042293,1-10^-0.019
/sys/devices/platform/thinkpad_hwmon,0.042240,1-10^-0.019
/etc/vpnc.conf,0.041663,1-10^-0.018
/dev/vfio,0.041662,1-10^-0.018
/dev/vhost-net,0.041467,1-10^-0.018
/etc/cups/cups-browsed.conf,0.041051,1-10^-0.018
/proc/pmu,0.040768,1-10^-0.018
/dev/dvb/adapter0,0.040747,1-10^-0.018
/sys/fs/cgroup/cgmanager/sock,0.040424,1-10^-0.018
/dev/js,0.040085,1-10^-0.018
/sys/devices/system/cpu/cpu*/cpuidle,0.040038,1-10^-0.018
/etc/lightdm/lightdm-gtk-greeter.conf,0.039950,1-10^-0.018
/dev/joy,0.039899,1-10^-0.018
/dev/.udev/queue.bin,0.039556,1-10^-0.018
/proc/*/ns/net,0.039293,1-10^-0.017
/sys/devices/system/cpu/cpu*/cpufreq/scaling_max_freq,0.039195,1-10^-0.017
/sys/devices/system/cpu/cpu*/cpufreq/scaling_min_freq,0.039195,1-10^-0.017
/etc/tmux.conf,0.038951,1-10^-0.017
/proc/*ld/cwd,0.038951,1-10^-0.017
/etc/lirc/lircd.conf,0.038519,1-10^-0.017
/etc/lirc/lirc/lircd.conf,0.038519,1-10^-0.017
/etc/lirc/lirc/lircmd.conf,0.038519,1-10^-0.017
/etc/lirc/lircmd.conf,0.038519,1-10^-0.017
/dev/mqueue,0.038510,1-10^-0.017
/proc/pmu/info,0.038509,1-10^-0.017
/sys/kernel/kexec_loaded,0.038463,1-10^-0.017
/dev/ptm,0.038290,1-10^-0.017
/dev/ptm/clone,0.038290,1-10^-0.017
/dev/ptmx_bsd,0.038290,1-10^-0.017
/development,0.038250,1-10^-0.017
/development/debugging,0.038250,1-10^-0.017
/etc/aircrack-ng,0.038249,1-10^-0.017
/etc/aircrack-ng/airodump-ng-oui.txt,0.038249,1-10^-0.017
/proc/sys/net/*/dev_type,0.038249,1-10^-0.017
/sys/class/net/*/device/inject,0.038249,1-10^-0.017
/sys/class/net/*/device/inject_nofcs,0.038249,1-10^-0.017
/etc/cifs-utils,0.038103,1-10^-0.017
/etc/cifs-utils/idmap-plugin,0.038103,1-10^-0.017
/sys/kernel/debug/tracing/events,0.038096,1-10^-0.017
/etc/prime-discrete,0.038053,1-10^-0.017
/sys/module/nvidia,0.038053,1-10^-0.017
/sys/module/nvidia/version,0.038053,1-10^-0.017
/sys/devices/system/cpu/cpu*/topology/core_id,0.038010,1-10^-0.017
/sys/devices/system/cpu/cpu*/topology/physical_package_id,0.038010,1-10^-0.017
/etc/relocate,0.037811,1-10^-0.017
/etc/tuxpaint/tuxpaint.conf,0.037806,1-10^-0.017
/sys/bus/usb/devices/*/power/control,0.037794,1-10^-0.017
/sys/class/power_supply/*/status,0.037794,1-10^-0.017
/sys/class/scsi_host/*/link_power_management_policy,0.037794,1-10^-0.017
/sys/devices/system/cpu/sched_mc_power_savings,0.037794,1-10^-0.017
/sys/module/hci_usb,0.037794,1-10^-0.017
/sys/module/snd_hda_intel,0.037794,1-10^-0.017
/sys/module/snd_hda_intel/parameters,0.037794,1-10^-0.017
/sys/module/snd_hda_intel/parameters/power_save,0.037794,1-10^-0.017
/sys/class/sound/card0,0.037794,1-10^-0.017
/proc/sys/kernel/nmi_watchdog,0.037794,1-10^-0.017
/proc/sys/vm/dirty_writeback_centisecs,0.037794,1-10^-0.017
/sys/bus/usb/devices/*/power,0.037794,1-10^-0.017
/sys/devices/system/cpu/cpu*/cpufreq/scaling_available_frequencies,0.037765,1-10^-0.017
/sys/devices/virtual/dmi/id/board_vendor,0.037747,1-10^-0.017
/dev/testdisk,0.037693,1-10^-0.017
/dev/rd/c0d*,0.037693,1-10^-0.017
/sys/class/backlight/*/max_brightness,0.037686,1-10^-0.017
/sys/kernel/debug/tracing/events/*/*/format,0.037650,1-10^-0.017
/sys/kernel/debug/tracing/events/*/id,0.037650,1-10^-0.017
/dev/msr*,0.037650,1-10^-0.017
/sys/bus/*/devices/*/device,0.037650,1-10^-0.017
/sys/bus/*/devices/*/power,0.037650,1-10^-0.017
/sys/bus/*/devices/*/power/control,0.037650,1-10^-0.017
/sys/bus/*/devices/*/vendor,0.037650,1-10^-0.017
/sys/bus/usb/devices/*/power/active_duration,0.037650,1-10^-0.017
/sys/bus/usb/devices/*/power/idVendor,0.037650,1-10^-0.017
/sys/class/drm/card0/*/dpms,0.037650,1-10^-0.017
/sys/class/drm/card0/*/enabled,0.037650,1-10^-0.017
/sys/class/rfkill/*/name,0.037650,1-10^-0.017
/sys/class/rfkill/*/soft,0.037650,1-10^-0.017
/sys/class/scsi_host/*/ahci_alpm_accounting,0.037650,1-10^-0.017
/sys/class/sound/card0/*/power_on_acct,0.037650,1-10^-0.017
/sys/devices/platform/thinkpad_acpi,0.037650,1-10^-0.017
/sys/devices/platform/thinkpad_acpi/leds,0.037650,1-10^-0.017
/sys/devices/platform/thinkpad_hwmon/fan1_input,0.037650,1-10^-0.017
/sys/devices/virtual/dmi/id/board_name,0.037650,1-10^-0.017
/sys/devices/virtual/dmi/id/product_version,0.037650,1-10^-0.017
/dev/input/js0,0.037273,1-10^-0.016
/dev/fb/0,0.035725,1-10^-0.016
/dev/isdninfo,0.035658,1-10^-0.016
/proc/sys/kernel/hostname,0.035465,1-10^-0.016
/proc/self/attr,0.035265,1-10^-0.016
/proc/self/attr/current,0.035265,1-10^-0.016
/sys/firmware/acpi,0.035219,1-10^-0.016
/sys/firmware/acpi/tables,0.035219,1-10^-0.016
/sys/power/tuxonice,0.035130,1-10^-0.016
/etc/systemd/system,0.035103,1-10^-0.016
/sys/power/disk,0.034803,1-10^-0.015
/etc/dbus-1/system.d,0.034797,1-10^-0.015
/etc/network/if-up.d,0.034759,1-10^-0.015
/etc/network/if-up.d/ntpdate.disabled,0.034691,1-10^-0.015
/etc/network/if-up.d/ntpdate,0.034691,1-10^-0.015
/proc/self/comm,0.034511,1-10^-0.015
/proc/*/ns/mnt,0.034484,1-10^-0.015
/proc/self/root,0.034482,1-10^-0.015
/etc/smack,0.034463,1-10^-0.015
/etc/smack/accesses.d,0.034463,1-10^-0.015
/etc/smack/cipso.d,0.034463,1-10^-0.015
/etc/systemd/bootchart.conf,0.034463,1-10^-0.015
/etc/systemd/bootchart.conf.d,0.034463,1-10^-0.015
/etc/systemd/journald.conf,0.034463,1-10^-0.015
/etc/systemd/journald.conf.d,0.034463,1-10^-0.015
/etc/systemd/logind.conf,0.034463,1-10^-0.015
/etc/systemd/logind.conf.d,0.034463,1-10^-0.015
/etc/systemd/resolved.conf,0.034463,1-10^-0.015
/etc/systemd/resolved.conf.d,0.034463,1-10^-0.015
/etc/systemd/sleep.conf,0.034463,1-10^-0.015
/etc/systemd/sleep.conf.d,0.034463,1-10^-0.015
/etc/systemd/system.conf,0.034463,1-10^-0.015
/etc/systemd/system.conf.d,0.034463,1-10^-0.015
/etc/systemd/system/display-manager.service,0.034463,1-10^-0.015
/etc/systemd/system-generators,0.034463,1-10^-0.015
/etc/systemd/system-preset,0.034463,1-10^-0.015
/etc/systemd/timesyncd.conf,0.034463,1-10^-0.015
/etc/systemd/timesyncd.conf.d,0.034463,1-10^-0.015
/etc/systemd/user,0.034463,1-10^-0.015
/etc/systemd/user.conf,0.034463,1-10^-0.015
/etc/systemd/user.conf.d,0.034463,1-10^-0.015
/etc/systemd/user-generators,0.034463,1-10^-0.015
/etc/systemd/user-preset,0.034463,1-10^-0.015
/etc/tmpfiles.d,0.034463,1-10^-0.015
/etc/udev/rules.d/72-seat-*.rules,0.034463,1-10^-0.015
/etc/vconsole.conf,0.034463,1-10^-0.015
/proc/self/ns/mnt,0.034463,1-10^-0.015
/proc/self/sessionid,0.034463,1-10^-0.015
/proc/sys/fs/binfmt_misc/register,0.034463,1-10^-0.015
/proc/sys/fs/binfmt_misc/status,0.034463,1-10^-0.015
/sys/class/tty/tty0,0.034463,1-10^-0.015
/sys/class/tty/tty0/active,0.034463,1-10^-0.015
/sys/firmware/acpi/pm_profile,0.034463,1-10^-0.015
/sys/firmware/acpi/tables/FPDT,0.034463,1-10^-0.015
/sys/fs/kdbus,0.034463,1-10^-0.015
/sys/fs/kdbus/*-*,0.034463,1-10^-0.015
/sys/fs/kdbus/*-*/bus,0.034463,1-10^-0.015
/sys/fs/smackfs/cipso2,0.034463,1-10^-0.015
/sys/fs/smackfs/load2,0.034463,1-10^-0.015
/sysinit.target.wants,0.034463,1-10^-0.015
/sys/kernel/security/ima/policy,0.034463,1-10^-0.015
/sys/module/ipv6,0.034463,1-10^-0.015
/sys/module/ipv6/parameters,0.034463,1-10^-0.015
/sys/module/ipv6/parameters/disable,0.034463,1-10^-0.015
/sys/module/printk,0.034463,1-10^-0.015
/sys/module/printk/parameters,0.034463,1-10^-0.015
/sys/module/printk/parameters/time,0.034463,1-10^-0.015
/sys/module/vt/parameters/default_utf8,0.034463,1-10^-0.015
/proc/*/task/*/comm,0.034463,1-10^-0.015
/dev/disk/by-,0.034463,1-10^-0.015
/dev/gpt-auto-root,0.034463,1-10^-0.015
/dev/hugepages,0.034463,1-10^-0.015
/dev/hw_random,0.034463,1-10^-0.015
/dev-mapper-,0.034463,1-10^-0.015
/dev/proc-sys-kernel-random-boot-id,0.034463,1-10^-0.015
/etc/binfmt.d,0.034463,1-10^-0.015
/etc/dbus-1/session.d,0.034463,1-10^-0.015
/etc/dbus-1/session-local.conf,0.034463,1-10^-0.015
/etc/dbus-1/system-local.conf,0.034463,1-10^-0.015
/etc/default/keyboard,0.034463,1-10^-0.015
/etc/ima,0.034463,1-10^-0.015
/etc/ima/ima-policy,0.034463,1-10^-0.015
/etc/insserv.conf.d,0.034463,1-10^-0.015
/etc/locale.conf,0.034463,1-10^-0.015
/etc/modules-load.d,0.034463,1-10^-0.015
/etc/gEDA,0.034354,1-10^-0.015
/dev/cpu/0,0.032702,1-10^-0.014
/sys/bus/platform,0.032608,1-10^-0.014
/sys/bus/platform/devices,0.032608,1-10^-0.014
/dev/hwrng,0.032321,1-10^-0.014
/etc/csh.cshrc,0.031857,1-10^-0.014
/etc/csh.login,0.031857,1-10^-0.014
/etc/csh.logout,0.031857,1-10^-0.014
/etc/bash_completion.d,0.031808,1-10^-0.014
/etc/bash_completion.d/gmic,0.031808,1-10^-0.014
/dev/isdn,0.031713,1-10^-0.014
/etc/exherbo-release,0.031416,1-10^-0.014
/proc/*/map,0.031348,1-10^-0.014
/proc/self/auxv,0.031251,1-10^-0.014
/sys/devices/temperatures,0.031229,1-10^-0.014
/sys/class/thermal/*/temp,0.030725,1-10^-0.014
/sys/class/power_supply/*/uevent,0.030703,1-10^-0.014
/dev/misc/net,0.030655,1-10^-0.014
/dev/misc/net/tun,0.030655,1-10^-0.014
/sys/devices/system/cpu/cpu0/cpufreq/scaling_cur_freq,0.030147,1-10^-0.013
/dev/dsp1,0.030021,1-10^-0.013
/proc/iomem,0.029974,1-10^-0.013
/proc/sys/kernel/printk,0.029809,1-10^-0.013
/dev/snd/hwC*D*,0.029647,1-10^-0.013
/dev/midi1,0.029629,1-10^-0.013
/dev/dvb/adapter*/demux*,0.029306,1-10^-0.013
/dev/isdn/isdninfo,0.029287,1-10^-0.013
/sys/block/*/device/unload_heads,0.029087,1-10^-0.013
/sys/block/*/queue/protect,0.029087,1-10^-0.013
/proc/i8k,0.029063,1-10^-0.013
/dev/tap*,0.029043,1-10^-0.013
/etc/envy24control,0.028664,1-10^-0.013
/etc/envy24control/profiles.conf,0.028664,1-10^-0.013
/etc/tuxtype,0.028572,1-10^-0.013
/dev/cpu/0/msr,0.028462,1-10^-0.013
/proc/pmu/battery_0,0.028363,1-10^-0.012
/etc/opt,0.028285,1-10^-0.012
/proc/*/uid_map,0.028038,1-10^-0.012
/proc/*/gid_map,0.027948,1-10^-0.012
/etc/nail.rc,0.027831,1-10^-0.012
/etc/apache2,0.027697,1-10^-0.012
/etc/preload.conf,0.027568,1-10^-0.012
/proc/*u/cmdline,0.027455,1-10^-0.012
/sys/firmware/efi/vars,0.027252,1-10^-0.012
/etc/gtkpod,0.027216,1-10^-0.012
/dev/midi0,0.027208,1-10^-0.012
/etc/sysconfig/clock,0.027200,1-10^-0.012
/dev/dvb/adapter0/demux0,0.026820,1-10^-0.012
/etc/mdadm.conf,0.026811,1-10^-0.012
/proc/sys/kernel/random/entropy_avail,0.026763,1-10^-0.012
/sys/block/*/stat,0.026586,1-10^-0.012
/sys/block/*/*/stat,0.026586,1-10^-0.012
/sys/devices/platform/windfarm.*,0.026586,1-10^-0.012
/dev/md2,0.026554,1-10^-0.012
/dev/md_d,0.026554,1-10^-0.012
/etc/mdadm,0.026554,1-10^-0.012
/etc/mdadm.conf.d,0.026554,1-10^-0.012
/etc/mdadm/mdadm.conf,0.026554,1-10^-0.012
/etc/mdadm/mdadm.conf.d,0.026554,1-10^-0.012
/sys/block/*/md,0.026554,1-10^-0.012
/sys/block/md_d*,0.026554,1-10^-0.012
/sys/block/md_d*/md,0.026554,1-10^-0.012
/sys/block/md_d*/md/component_size,0.026554,1-10^-0.012
/sys/block/md*/md,0.026554,1-10^-0.012
/sys/block/md*/md/component_size,0.026554,1-10^-0.012
/sys/block/*/md/metadata_version,0.026554,1-10^-0.012
/sys/block/*/uevent,0.026554,1-10^-0.012
/sys/bus/*/drivers,0.026554,1-10^-0.012
/sys/bus/*/drivers/*/*/subsystem,0.026554,1-10^-0.012
/sys/module/md_mod,0.026554,1-10^-0.012
/sys/module/md_mod/parameters,0.026554,1-10^-0.012
/sys/module/md_mod/parameters/new_array,0.026554,1-10^-0.012
/etc/aumixrc,0.026336,1-10^-0.012
/etc/modprobe.d/hda-jack-retask.conf,0.026327,1-10^-0.012
/sys/class/sound/*/chip_name,0.026327,1-10^-0.012
/sys/class/sound/hwC*D*,0.026327,1-10^-0.012
/sys/class/sound/hwC*D*/init_pin_configs,0.026327,1-10^-0.012
/sys/class/sound/hwC*D*/*_pin_configs,0.026327,1-10^-0.012
/sys/class/sound/*/init_pin_configs,0.026327,1-10^-0.012
/sys/class/sound/*/vendor_name,0.026327,1-10^-0.012
/dev/swap,0.026265,1-10^-0.012
/etc/conky,0.026080,1-10^-0.011
/etc/conky/conky.conf,0.026080,1-10^-0.011
/proc/*/fd/1,0.026080,1-10^-0.011
/proc/*/fd/2,0.026080,1-10^-0.011
/proc/sys/vm/laptop_mode,0.026080,1-10^-0.011
/sys/block/*/queue/scheduler,0.026080,1-10^-0.011
/sys/devices/platform/sony-laptop,0.026080,1-10^-0.011
/dev/input/by-id,0.025806,1-10^-0.011
/sys/class/net/*/duplex,0.025689,1-10^-0.011
/etc/qemu-ifdown,0.025669,1-10^-0.011
/etc/qemu-ifup,0.025669,1-10^-0.011
/proc/*/file,0.025660,1-10^-0.011
/etc/freeciv,0.025558,1-10^-0.011
/etc/freeciv/database.lua,0.025558,1-10^-0.011
/dev/dvb/adapterN,0.025222,1-10^-0.011
/dev/videoX,0.025031,1-10^-0.011
/dev/dvb/adapter*/demux0,0.024754,1-10^-0.011
/dev/dvb/adapter*/dvr0,0.024754,1-10^-0.011
/dev/dvb/adapter*/frontend0,0.024754,1-10^-0.011
/dev/parport,0.024606,1-10^-0.011
/dev/kvm,0.024489,1-10^-0.011
/etc/firebird,0.024445,1-10^-0.011
/etc/firebird/2.5,0.024445,1-10^-0.011
/etc/tvtime,0.024266,1-10^-0.011
/etc/spamassassin,0.024202,1-10^-0.011
/etc/spamassassin/spamc.conf,0.024202,1-10^-0.011
/proc/net/sockstat,0.023920,1-10^-0.011
/dev/pty,0.023897,1-10^-0.011
/dev/dvb/adapter*/dvr*,0.023773,1-10^-0.010
/etc/dictd,0.023726,1-10^-0.010
/dev/vfio/vfio,0.023700,1-10^-0.010
/proc/sys/fs/file-nr,0.023662,1-10^-0.010
/dev/ttyN,0.023643,1-10^-0.010
/proc/net/sockstat6,0.023610,1-10^-0.010
/proc/tty/driver,0.023610,1-10^-0.010
/proc/tty/driver/serial,0.023610,1-10^-0.010
/dev/hci_vhci,0.023502,1-10^-0.010
/dev/ppi,0.023502,1-10^-0.010
/dev/vhci,0.023502,1-10^-0.010
/dev/vhost-scsi,0.023502,1-10^-0.010
/sys/class/misc,0.023502,1-10^-0.010
/sys/class/misc/*/device,0.023502,1-10^-0.010
/sys/class/misc/*/device/cancel,0.023502,1-10^-0.010
/etc/conf.d,0.023348,1-10^-0.010
/dev/fb1,0.023330,1-10^-0.010
/proc/$pid,0.023246,1-10^-0.010
/proc/softirqs,0.023112,1-10^-0.010
/sys/kernel/mm,0.023059,1-10^-0.010
/dev/input/event1,0.022983,1-10^-0.010
/dev/foofb,0.022968,1-10^-0.010
/dev/input/mouse,0.022968,1-10^-0.010
/dev/nonstd,0.022968,1-10^-0.010
/dev/qcam,0.022968,1-10^-0.010
/dev/vcsaN,0.022968,1-10^-0.010
/etc/dt,0.022968,1-10^-0.010
/etc/dt/config,0.022968,1-10^-0.010
/etc/dt/config/Xservers,0.022968,1-10^-0.010
/etc/pam.d/su,0.022968,1-10^-0.010
/etc/pointercal,0.022968,1-10^-0.010
/proc/$pid2,0.022968,1-10^-0.010
/proc/PID/cmdline,0.022968,1-10^-0.010
/proc/sys/fs/dentry-state,0.022946,1-10^-0.010
/proc/sys/fs/inode-state,0.022946,1-10^-0.010
/dev/fd/1,0.022892,1-10^-0.010
/dev/js1,0.022821,1-10^-0.010
/proc/*/task/*/stat,0.022716,1-10^-0.010
/etc/alternatives/java_sdk,0.022679,1-10^-0.010
/etc/alternatives/java_sdk_openjdk,0.022679,1-10^-0.010
/etc/alternatives/jre,0.022679,1-10^-0.010
/dev/disk/by,0.022662,1-10^-0.010
/etc/sysstat,0.022662,1-10^-0.010
/etc/sysstat/sysstat.ioconf,0.022662,1-10^-0.010
/proc/fs/cifs,0.022662,1-10^-0.010
/proc/fs/cifs/Stats,0.022662,1-10^-0.010
/proc/self/mountstats,0.022662,1-10^-0.010
/proc/sys/kernel/pty,0.022662,1-10^-0.010
/proc/sys/kernel/pty/nr,0.022662,1-10^-0.010
/proc/*/task/*/cmdline,0.022662,1-10^-0.010
/proc/*/task/*/fd,0.022662,1-10^-0.010
/proc/*/task/*/io,0.022662,1-10^-0.010
/proc/*/task/*/smaps,0.022662,1-10^-0.010
/sysname,0.022662,1-10^-0.010
/dev/gpmdata,0.022634,1-10^-0.010
/sys/bus/pci/devices/*/physfn,0.022570,1-10^-0.010
/proc/sys/kernel/ctrl-alt-del,0.022527,1-10^-0.010
/sys/devices/platform/smapi,0.022227,1-10^-0.010
/sys/devices/platform/smapi/BAT*,0.022227,1-10^-0.010
/sys/devices/platform/smapi/BAT*/installed,0.022227,1-10^-0.010
/dev/vbi,0.022222,1-10^-0.010
/dev/zram,0.022201,1-10^-0.010
/etc/suid_profile,0.022122,1-10^-0.010
/dev/video1394,0.022029,1-10^-0.010
/dev/mtd,0.021860,1-10^-0.010
/sys/devices/system/cpu/cpu*/cpufreq/scaling_cur_freq,0.021609,1-10^-0.009
/etc/fluidsynth.conf,0.021527,1-10^-0.009
/etc/network/interfaces.d,0.021259,1-10^-0.009
/sys/block/*/queue/rotational,0.021254,1-10^-0.009
/etc/networks,0.021229,1-10^-0.009
/dev/mmcblk0,0.021190,1-10^-0.009
/dev/ramzswap,0.021190,1-10^-0.009
/etc/default-release,0.021190,1-10^-0.009
/etc/dhclient.conf,0.021190,1-10^-0.009
/etc/network/devhotplug,0.021190,1-10^-0.009
/etc/network/devnames,0.021190,1-10^-0.009
/etc/network/interfaces.tmp,0.021190,1-10^-0.009
/sys/class/net/*/address,0.021190,1-10^-0.009
/sys/class/net/*/driver,0.021190,1-10^-0.009
/dev/serial,0.021178,1-10^-0.009
/dev/serial/by-id,0.021178,1-10^-0.009
/sys/class/power_supply/*/alarm,0.021168,1-10^-0.009
/etc/php5/cgi,0.021141,1-10^-0.009
/etc/php5/cgi/conf.d,0.021141,1-10^-0.009
/sys/class/iscsi_session,0.020975,1-10^-0.009
/etc/tor,0.020617,1-10^-0.009
/etc/tor/torrc,0.020617,1-10^-0.009
/etc/tor/torrc-defaults,0.020617,1-10^-0.009
/etc/init/whoopsie.override,0.020496,1-10^-0.009
/etc/svc.conf,0.020328,1-10^-0.009
/sys/bus/pci/drivers,0.020221,1-10^-0.009
/dev/mpath,0.020207,1-10^-0.009
/etc/dovecot,0.020045,1-10^-0.009
/etc/dovecot/dovecot.conf,0.020045,1-10^-0.009
/dev/dvb/adapter*/ca*,0.020021,1-10^-0.009
/dev/dvb*.ca*,0.020021,1-10^-0.009
/etc/irssi.conf,0.019968,1-10^-0.009
/etc/mplayer,0.019954,1-10^-0.009
/etc/mplayer/codecs.conf,0.019954,1-10^-0.009
/etc/mplayer/input.conf,0.019954,1-10^-0.009
/etc/mplayer/mplayer.conf,0.019954,1-10^-0.009
/proc/sys/dev/rtc,0.019954,1-10^-0.009
/proc/sys/dev/rtc/max-user-freq,0.019954,1-10^-0.009
/sys/features,0.019937,1-10^-0.009
/sys/model,0.019937,1-10^-0.009
/sys/version,0.019937,1-10^-0.009
/dev/dvb/adapterX,0.019918,1-10^-0.009
/dev/dvb/adapterX/dvr0,0.019918,1-10^-0.009
/dev/isdnctrl,0.019904,1-10^-0.009
/sys/block/*/pid,0.019824,1-10^-0.009
/etc/httrack.conf,0.019737,1-10^-0.009
/etc/geoclue,0.019714,1-10^-0.009
/etc/geoclue/geoclue.conf,0.019714,1-10^-0.009
/dev/dvb/adapter0/ca0,0.019666,1-10^-0.009
/dev/dvb/adapter*/audio*,0.019666,1-10^-0.009
/dev/dvb/adapter*/net*,0.019666,1-10^-0.009
/dev/dvb*.audio*,0.019666,1-10^-0.009
/dev/dvb*.demux*,0.019666,1-10^-0.009
/dev/dvb*.dvr*,0.019666,1-10^-0.009
/dev/dvb*.frontend*,0.019666,1-10^-0.009
/dev/dvb*.net*,0.019666,1-10^-0.009
/etc/channels.conf,0.019666,1-10^-0.009
/etc/dvb,0.019666,1-10^-0.009
/dev_type,0.019605,1-10^-0.009
/etc/kismet,0.019605,1-10^-0.009
/sys/devices/system/node/node*/distance,0.019438,1-10^-0.009
/etc/root,0.019422,1-10^-0.009
/etc/maximus,0.019336,1-10^-0.008
/dev/video1394/0,0.019327,1-10^-0.008
/etc/bind,0.019253,1-10^-0.008
/etc/bind/named.conf,0.019253,1-10^-0.008
/sys/block/*/loop,0.019154,1-10^-0.008
/sys/block/*/loop/backing_file,0.019154,1-10^-0.008
/etc/bind/rndc.conf,0.019087,1-10^-0.008
/etc/bind/rndc.key,0.019087,1-10^-0.008
/dev/serial/by-path,0.019046,1-10^-0.008
/dev/tty8,0.019046,1-10^-0.008
/etc/minicom,0.019046,1-10^-0.008
/etc/elinks,0.018998,1-10^-0.008
/etc/elinks/hooks.pl,0.018998,1-10^-0.008
/devastation.ogg,0.018996,1-10^-0.008
/etc/lfs-release,0.018970,1-10^-0.008
/sys/kernel/mm/hugepages,0.018836,1-10^-0.008
/sys/bus/pci/devices/*/config,0.018743,1-10^-0.008
/dev/nullIR,0.018613,1-10^-0.008
/dev/tts,0.018590,1-10^-0.008
/dev/shm/soundkonverter_shm_size,0.018587,1-10^-0.008
/sys/kernel/mm/ksm,0.018399,1-10^-0.008
/dev/bus/usb/,0.018397,1-10^-0.008
/dev/tty*u,0.018397,1-10^-0.008
/etc/apparmor.d/libvirt,0.018397,1-10^-0.008
/etc/libvirt,0.018397,1-10^-0.008
/etc/libvirt/hooks,0.018397,1-10^-0.008
/etc/libvirt/libvirtd.conf,0.018397,1-10^-0.008
/etc/libvirt/lxc,0.018397,1-10^-0.008
/etc/libvirt/lxc/autostart,0.018397,1-10^-0.008
/etc/libvirt-sandbox,0.018397,1-10^-0.008
/etc/libvirt-sandbox/services,0.018397,1-10^-0.008
/etc/libvirt/virtlockd.conf,0.018397,1-10^-0.008
/etc/libvirt/virt-login-shell.conf,0.018397,1-10^-0.008
/etc/pki/CA,0.018397,1-10^-0.008
/etc/pki/CA/cacert.pem,0.018397,1-10^-0.008
/etc/pki/CA/cacrl.pem,0.018397,1-10^-0.008
/etc/pki/libvirt,0.018397,1-10^-0.008
/etc/pki/libvirt/clientcert.pem,0.018397,1-10^-0.008
/etc/pki/libvirt/private,0.018397,1-10^-0.008
/etc/pki/libvirt/private/clientkey.pem,0.018397,1-10^-0.008
/etc/pki/libvirt/private/serverkey.pem,0.018397,1-10^-0.008
/etc/pki/libvirt/servercert.pem,0.018397,1-10^-0.008
/proc/*ld/exe,0.018397,1-10^-0.008
/proc/*lu/cgroup,0.018397,1-10^-0.008
/proc/*lu/ns,0.018397,1-10^-0.008
/proc/*lu/ns/mnt,0.018397,1-10^-0.008
/proc/*lu/stat,0.018397,1-10^-0.008
/sys/bus/pci/drivers_probe,0.018397,1-10^-0.008
/sys/class/fc_host,0.018397,1-10^-0.008
/sys/class/iscsi_session/session*,0.018397,1-10^-0.008
/sys/class/iscsi_session/session*/device,0.018397,1-10^-0.008
/sys/class/net/vnet*,0.018397,1-10^-0.008
/sys/devices/pci,0.018397,1-10^-0.008
/sys/devices/system/node/node*/hugepages,0.018397,1-10^-0.008
/sys/devices/system/node/node*/hugepages/hugepages-*kB,0.018397,1-10^-0.008
/sys/devices/virtual/dmi/id/product_uuid,0.018397,1-10^-0.008
/sys/kernel/mm/hugepages/hugepages-*kB,0.018397,1-10^-0.008
/sys/kernel/security/apparmor/profiles,0.018397,1-10^-0.008
/dev/cdrom1,0.018270,1-10^-0.008
/dev/cdrom0,0.018230,1-10^-0.008
/etc/ld.so.preload,0.018227,1-10^-0.008
/etc/ftpusers,0.018221,1-10^-0.008
/etc/fonts/fonts.conf,0.018151,1-10^-0.008
/etc/tsocks.conf,0.018010,1-10^-0.008
/sys/boot,0.017599,1-10^-0.008
/sys/dvbc_modulation,0.017599,1-10^-0.008
/etc/mtpaint,0.017553,1-10^-0.008
/etc/mtpaint/mtpaintrc,0.017553,1-10^-0.008
