symbol name,unweighted API importance
calloc,0.000000
jnf,0.000000
atan2,0.000000
nanosleep,0.000000
__chk_fail,0.000000
__fpclassify,0.000000
_pthread_cleanup_pop,0.000000
floorf,0.000000
__res_state,0.000000
flockfile,0.000000
__fpclassifyl,0.000000
xdr_authunix_parms,0.000000
__finitel,0.000000
pthread_mutexattr_destroy,0.000000
__sinhf_finite,0.000000
fmodf,0.000000
ns_initparse,0.000000
atan,0.000000
llroundl,0.000000
crealf,0.000000
shm_open,0.000000
hypot,0.000000
ns_name_pack,0.000000
xdr_int32_t,0.000000
sinf,0.000000
timer_settime,0.000000
get_avphys_pages,0.000000
ctanf,0.000000
pthread_attr_setschedpolicy,0.000000
conjf,0.000000
atan2l,0.000000
fgetpwent_r,0.000000
log1pf,0.000000
j1f,0.000000
pthread_rwlockattr_getkind_np,0.000000
accept,0.000000
mmap,0.000000
__hypot_finite,0.000000
_pthread_cleanup_push,0.000000
rintf,0.000000
raise,0.000000
lio_listio,0.000000
ccos,0.000000
feholdexcept,0.000000
fedisableexcept,0.000000
__pthread_unregister_cancel,0.000000
strfmon_l,0.000000
sinhl,0.000000
__powf_finite,0.000000
pthread_barrier_wait,0.000000
dlclose,0.000000
pthread_mutexattr_setpshared,0.000000
pthread_attr_getschedpolicy,0.000000
waitpid,0.000000
copysign,0.000000
__fmodf_finite,0.000000
pthread_getaffinity_np,0.000000
pthread_rwlock_destroy,0.000000
coshl,0.000000
timer_getoverrun,0.000000
ns_name_ntop,0.000000
pthread_tryjoin_np,0.000000
cabs,0.000000
system,0.000000
__log2f_finite,0.000000
gai_cancel,0.000000
fgetgrent_r,0.000000
logb,0.000000
hypotl,0.000000
send,0.000000
pthread_cond_wait,0.000000
__acos_finite,0.000000
sem_trywait,0.000000
sincosf,0.000000
pthread_barrier_init,0.000000
xdr_uint16_t,0.000000
pthread_getspecific,0.000000
y0f,0.000000
getfsfile,0.000000
mremap,0.000000
ccoshf,0.000000
pthread_attr_getschedparam,0.000000
timer_delete,0.000000
pthread_mutexattr_getprioceiling,0.000000
mq_receive,0.000000
sinl,0.000000
__p_secstodate,0.000000
vwscanf,0.000000
sem_unlink,0.000000
pthread_attr_getinheritsched,0.000000
vfork,0.000000
ruserok_af,0.000000
ceill,0.000000
ns_samename,0.000000
recvfrom,0.000000
pthread_getattr_np,0.000000
rintl,0.000000
sem_wait,0.000000
calloc,0.000000
sqrtf,0.000000
scalbnl,0.000000
__res_nsearch,0.000000
carg,0.000000
ns_name_pton,0.000000
__log10f_finite,0.000000
tanhf,0.000000
sem_init,0.000000
pthread_mutexattr_getpshared,0.000000
log10,0.000000
ns_sprintrrf,0.000000
yp_master,0.000000
__loc_ntoa,0.000000
pthread_exit,0.000000
cosf,0.000000
pthread_cond_signal,0.000000
__res_send,0.000000
__res_query,0.000000
pthread_attr_setstack,0.000000
cosh,0.000000
__isoc99_vscanf,0.000000
pthread_mutex_destroy,0.000000
pthread_mutexattr_init,0.000000
lrintf,0.000000
cargf,0.000000
sem_close,0.000000
connect,0.000000
erfcf,0.000000
msync,0.000000
modff,0.000000
lgammal,0.000000
nextafterl,0.000000
modfl,0.000000
ns_name_skip,0.000000
truncl,0.000000
tanh,0.000000
__signbit,0.000000
nextafterf,0.000000
sendto,0.000000
timer_gettime,0.000000
pthread_self,0.000000
pthread_mutex_init,0.000000
exp2,0.000000
copysignl,0.000000
pthread_attr_setguardsize,0.000000
getdate_r,0.000000
dlmopen,0.000000
sincos,0.000000
fork,0.000000
__dn_skipname,0.000000
frexpf,0.000000
sem_open,0.000000
pause,0.000000
cimag,0.000000
timer_settime,0.000000
write,0.000000
pthread_setschedprio,0.000000
pthread_condattr_setpshared,0.000000
pthread_attr_getstacksize,0.000000
__logf_finite,0.000000
pthread_timedjoin_np,0.000000
dlopen,0.000000
pthread_join,0.000000
pthread_spin_lock,0.000000
shm_unlink,0.000000
__dn_expand,0.000000
cbrtl,0.000000
clog,0.000000
pthread_setcanceltype,0.000000
dlinfo,0.000000
log10f,0.000000
get_phys_pages,0.000000
__log10_finite,0.000000
feraiseexcept,0.000000
conj,0.000000
pthread_cond_broadcast,0.000000
pthread_rwlock_timedrdlock,0.000000
sem_destroy,0.000000
pthread_equal,0.000000
coshf,0.000000
round,0.000000
__libc_current_sigrtmin,0.000000
dladdr1,0.000000
fabs,0.000000
creal,0.000000
atanl,0.000000
__dn_comp,0.000000
lround,0.000000
fmodl,0.000000
fsync,0.000000
pthread_condattr_init,0.000000
acoshl,0.000000
fmax,0.000000
log2,0.000000
atanhf,0.000000
tanl,0.000000
sinh,0.000000
sem_getvalue,0.000000
log10l,0.000000
atanh,0.000000
lroundl,0.000000
mq_close,0.000000
login_tty,0.000000
llabs,0.000000
lroundf,0.000000
pthread_atfork,0.000000
pthread_rwlock_trywrlock,0.000000
__signbitl,0.000000
sem_post,0.000000
__libc_allocate_rtsig,0.000000
ynf,0.000000
lio_listio,0.000000
mq_send,0.000000
forkpty,0.000000
roundf,0.000000
__log2_finite,0.000000
__dn_count_labels,0.000000
ceilf,0.000000
pthread_mutexattr_setprotocol,0.000000
yp_match,0.000000
remap_file_pages,0.000000
dlsym,0.000000
clock_settime,0.000000
mq_unlink,0.000000
pthread_mutexattr_getprotocol,0.000000
remquol,0.000000
idna_to_ascii_lz,0.000000
cexp,0.000000
fmaxf,0.000000
ldexp,0.000000
ns_parserr,0.000000
pthread_attr_getstackaddr,0.000000
j1,0.000000
pthread_attr_setdetachstate,0.000000
pthread_mutex_lock,0.000000
pthread_mutexattr_gettype,0.000000
mq_timedsend,0.000000
fesetenv,0.000000
pthread_rwlockattr_getpshared,0.000000
sincosl,0.000000
pthread_spin_trylock,0.000000
ns_format_ttl,0.000000
pthread_attr_destroy,0.000000
sqrtl,0.000000
__signbitf,0.000000
asinl,0.000000
acoshf,0.000000
__res_search,0.000000
j0f,0.000000
remainder,0.000000
rint,0.000000
pthread_rwlock_unlock,0.000000
tgamma,0.000000
fminf,0.000000
erfc,0.000000
ccosf,0.000000
wcstoul_l,0.000000
__asin_finite,0.000000
pthread_setaffinity_np,0.000000
__h_errno_location,0.000000
__expf_finite,0.000000
pthread_rwlock_init,0.000000
asin,0.000000
sqrt,0.000000
__p_fqnname,0.000000
pthread_cond_signal,0.000000
copysignf,0.000000
__pow_finite,0.000000
mq_notify,0.000000
log2l,0.000000
log,0.000000
__sym_ston,0.000000
mq_getattr,0.000000
lgamma_r,0.000000
ccosl,0.000000
cosl,0.000000
ns_msg_getflag,0.000000
j0,0.000000
ctanh,0.000000
ypprot_err,0.000000
pthread_attr_init,0.000000
fmin,0.000000
clock_getcpuclockid,0.000000
erf,0.000000
pthread_mutex_setprioceiling,0.000000
erff,0.000000
acosh,0.000000
timer_getoverrun,0.000000
pthread_mutex_timedlock,0.000000
csin,0.000000
csinh,0.000000
pthread_condattr_destroy,0.000000
sem_timedwait,0.000000
csqrt,0.000000
clock_nanosleep,0.000000
fetestexcept,0.000000
expm1l,0.000000
fabsl,0.000000
recv,0.000000
__asinf_finite,0.000000
fgetspent_r,0.000000
pthread_cond_init,0.000000
vfwscanf,0.000000
__fpclassifyf,0.000000
atanf,0.000000
ns_get16,0.000000
__libc_current_sigrtmax,0.000000
close,0.000000
pthread_rwlock_rdlock,0.000000
tan,0.000000
fegetenv,0.000000
getaddrinfo_a,0.000000
fmod,0.000000
hypotf,0.000000
__sqrt_finite,0.000000
mq_timedreceive,0.000000
ilogbl,0.000000
recvmsg,0.000000
asinhf,0.000000
csinhf,0.000000
cimagf,0.000000
ns_sprintrr,0.000000
xdr_u_hyper,0.000000
truncf,0.000000
jnl,0.000000
remainderl,0.000000
fesetexceptflag,0.000000
crypt_r,0.000000
pow10,0.000000
mq_setattr,0.000000
clock_gettime,0.000000
free,0.000000
lrint,0.000000
ns_name_uncompress,0.000000
pthread_testcancel,0.000000
encrypt,0.000000
pthread_setconcurrency,0.000000
log2f,0.000000
__log_finite,0.000000
realloc,0.000000
__sqrtf_finite,0.000000
pthread_setaffinity_np,0.000000
cbrt,0.000000
__errno_location,0.000000
